user_id,movie_id,emotion,interaction_type,date
372,7484,Excited,shown,2024-10-19 16:51:52.056756
806,4574,Inspired,shown,2023-11-03 16:51:52.062758
555,7287,Sweet,view,2024-04-23 16:51:52.069761
372,6631,Sweet,shown,2024-10-07 16:51:52.074760
803,4263,Happy,shown,2024-08-18 16:51:52.079757
990,4677,Sweet,view,2023-11-05 16:51:52.084759
207,267,Happy,shown,2024-05-05 16:51:52.089756
849,422,Happy,shown,2024-08-31 16:51:52.094757
331,7216,Happy,view,2024-07-29 16:51:52.099756
698,1102,Happy,shown,2024-08-22 16:51:52.106761
960,2425,Happy,shown,2024-01-24 16:51:52.123762
339,4307,Inspired,shown,2024-09-24 16:51:52.128762
771,7514,Happy,shown,2024-07-22 16:51:52.136762
373,7846,Sweet,view,2024-06-05 16:51:52.141759
167,377,Sweet,shown,2023-10-24 16:51:52.147757
618,3102,Happy,view,2023-11-08 16:51:52.152759
594,2846,Happy,shown,2024-02-17 16:51:52.156757
993,5279,Happy,shown,2024-01-07 16:51:52.162768
818,49,Inspired,view,2024-10-10 16:51:52.166760
275,4621,Inspired,shown,2024-04-15 16:51:52.170759
917,3269,Relaxed,shown,2024-10-06 16:51:52.176763
732,5476,Sweet,shown,2023-12-10 16:51:52.184761
767,5091,Happy,shown,2024-09-17 16:51:52.189758
294,8983,Scared,shown,2024-07-17 16:51:52.198293
698,748,Happy,view,2024-01-19 16:51:52.204294
115,1902,Inspired,shown,2024-03-20 16:51:52.213295
332,3426,Sweet,view,2024-08-29 16:51:52.220291
533,2494,Excited,shown,2024-06-11 16:51:52.234292
505,8626,Inspired,shown,2023-11-05 16:51:52.299821
156,5561,Happy,view,2024-05-23 16:51:52.331815
854,5132,Happy,shown,2024-10-10 16:51:52.343819
821,5666,Sweet,shown,2024-10-12 16:51:52.354346
715,5042,Sweet,shown,2024-06-02 16:51:52.367350
743,7052,Happy,view,2024-01-18 16:51:52.382351
342,5975,Relaxed,shown,2024-08-18 16:51:52.399353
292,3277,Scared,view,2024-05-15 16:51:52.406350
496,2683,Inspired,shown,2024-05-19 16:51:52.413358
618,4337,Scared,shown,2024-05-16 16:51:52.418351
886,6777,Relaxed,view,2023-10-25 16:51:52.423347
637,8698,Excited,shown,2024-09-20 16:51:52.431345
569,2811,Scared,shown,2024-02-28 16:51:52.435861
990,2840,Sweet,view,2024-07-06 16:51:52.439861
628,6257,Relaxed,shown,2024-07-08 16:51:52.445865
2,1192,Scared,shown,2024-03-27 16:51:52.449862
78,3228,Relaxed,shown,2024-06-03 16:51:52.453864
727,5589,Sweet,shown,2024-06-15 16:51:52.460864
380,5100,Sweet,view,2024-06-24 16:51:52.467864
477,5828,Relaxed,view,2023-11-25 16:51:52.471862
101,4191,Happy,shown,2023-11-13 16:51:52.477870
105,2360,Excited,shown,2023-10-22 16:51:52.484872
656,3891,Inspired,shown,2024-09-18 16:51:52.490866
951,8012,Scared,view,2024-06-18 16:51:52.497860
307,8034,Relaxed,shown,2023-12-05 16:51:52.505861
553,2109,Happy,shown,2024-07-24 16:51:52.511861
691,1846,Relaxed,shown,2024-01-21 16:51:52.515862
360,6926,Scared,shown,2024-02-29 16:51:52.519865
798,16,Happy,view,2023-10-31 16:51:52.527863
107,8082,Relaxed,shown,2023-10-26 16:51:52.532863
61,5440,Scared,view,2024-09-07 16:51:52.536862
186,2808,Relaxed,shown,2024-06-30 16:51:52.540868
293,7973,Excited,view,2023-12-15 16:51:52.546861
92,8013,Sweet,shown,2024-03-16 16:51:52.553861
335,339,Excited,view,2024-07-28 16:51:52.560862
23,6738,Inspired,shown,2024-01-04 16:51:52.566858
561,7105,Scared,shown,2024-05-14 16:51:52.570861
836,2917,Sweet,shown,2023-12-08 16:51:52.577862
300,6585,Sweet,shown,2024-03-12 16:51:52.583862
709,7871,Scared,shown,2023-12-21 16:51:52.587865
688,9048,Sweet,shown,2024-08-09 16:51:52.593866
633,7947,Scared,shown,2024-08-15 16:51:52.598861
836,7605,Sweet,shown,2023-11-20 16:51:52.603867
282,8084,Excited,shown,2024-02-24 16:51:52.613862
338,4148,Sweet,shown,2024-08-15 16:51:52.617860
821,3541,Excited,shown,2023-11-20 16:51:52.622862
549,6938,Scared,view,2024-06-23 16:51:52.627871
84,5573,Scared,shown,2024-07-25 16:51:52.632187
485,170,Scared,view,2024-02-11 16:51:52.636908
355,8425,Inspired,shown,2024-07-30 16:51:52.644766
44,7529,Scared,view,2024-03-31 16:51:52.648771
893,215,Excited,shown,2024-06-01 16:51:52.653725
96,2670,Excited,shown,2024-10-15 16:51:52.657725
754,2948,Relaxed,shown,2024-06-13 16:51:52.668728
207,5722,Relaxed,view,2023-11-24 16:51:52.676328
704,4395,Relaxed,shown,2024-07-01 16:51:52.681372
708,1716,Scared,shown,2023-11-12 16:51:52.685729
821,6512,Happy,shown,2023-10-21 16:51:52.689733
631,4207,Relaxed,shown,2024-06-18 16:51:52.695724
78,6456,Happy,shown,2024-09-27 16:51:52.703730
529,5722,Relaxed,shown,2024-02-02 16:51:52.714725
864,4814,Inspired,shown,2024-09-09 16:51:52.723729
926,3119,Inspired,shown,2024-05-10 16:51:52.728721
1,3343,Relaxed,shown,2023-12-21 16:51:52.734724
152,832,Scared,shown,2024-07-01 16:51:52.739721
832,156,Happy,shown,2024-05-13 16:51:52.747724
410,5719,Inspired,shown,2024-04-12 16:51:52.762727
389,5762,Happy,view,2024-09-07 16:51:52.773724
719,2748,Relaxed,shown,2024-06-10 16:51:52.787725
825,7601,Relaxed,shown,2024-05-18 16:51:52.800737
917,945,Excited,shown,2024-01-04 16:51:52.813735
537,3327,Relaxed,view,2024-05-03 16:51:52.827743
355,4416,Happy,shown,2024-07-31 16:51:52.836729
502,4629,Inspired,shown,2024-08-21 16:51:52.847727
949,5944,Excited,shown,2024-02-03 16:51:52.857722
995,4450,Happy,shown,2024-04-05 16:51:52.870726
995,5341,Sweet,shown,2024-07-06 16:51:52.879734
397,6977,Happy,shown,2024-04-11 16:51:52.886723
460,3488,Relaxed,shown,2024-01-13 16:51:52.898731
1,2133,Relaxed,shown,2023-12-28 16:51:52.906726
886,891,Happy,shown,2024-06-14 16:51:52.917724
784,6953,Relaxed,shown,2024-04-01 16:51:52.927558
794,8632,Inspired,shown,2024-04-04 16:51:52.934527
993,507,Inspired,shown,2024-10-07 16:51:52.940524
942,6651,Sweet,shown,2023-11-03 16:51:52.950529
213,2827,Scared,shown,2024-01-25 16:51:52.957526
339,1308,Sweet,shown,2024-08-05 16:51:52.965530
638,4434,Inspired,shown,2024-05-21 16:51:52.970527
569,8344,Inspired,view,2024-10-04 16:51:52.979527
540,2980,Inspired,shown,2024-06-28 16:51:52.984525
588,7195,Scared,shown,2024-07-10 16:51:52.994530
641,755,Inspired,shown,2024-09-01 16:51:53.006526
794,1929,Sweet,shown,2024-06-17 16:51:53.026529
583,2264,Inspired,shown,2024-10-05 16:51:53.034527
111,2980,Sweet,shown,2023-11-21 16:51:53.039526
953,7654,Sweet,shown,2023-12-23 16:51:53.049059
563,9226,Happy,shown,2024-02-17 16:51:53.055049
225,3614,Excited,shown,2024-03-26 16:51:53.065048
803,3563,Relaxed,shown,2024-05-09 16:51:53.071050
113,8845,Excited,shown,2024-04-16 16:51:53.080055
452,7169,Sweet,view,2024-05-07 16:51:53.087049
720,5573,Excited,shown,2024-03-10 16:51:53.096051
907,4703,Happy,view,2024-10-14 16:51:53.102051
909,4806,Scared,shown,2023-11-24 16:51:53.108050
572,4268,Happy,shown,2024-10-07 16:51:53.116048
326,7497,Excited,view,2024-08-02 16:51:53.123049
954,8472,Scared,shown,2024-09-02 16:51:53.132053
345,7555,Relaxed,view,2024-07-18 16:51:53.138048
917,3796,Sweet,shown,2024-06-03 16:51:53.146051
724,412,Scared,shown,2023-12-20 16:51:53.153048
83,764,Excited,view,2024-08-27 16:51:53.160051
397,90,Sweet,shown,2024-06-25 16:51:53.167574
98,2179,Relaxed,shown,2024-08-02 16:51:53.174571
648,6503,Relaxed,shown,2024-05-19 16:51:53.182574
589,694,Excited,shown,2024-01-27 16:51:53.187571
727,6390,Sweet,view,2024-03-08 16:51:53.198573
38,9263,Happy,shown,2024-02-08 16:51:53.204577
137,4233,Scared,shown,2024-06-05 16:51:53.210572
516,6360,Sweet,shown,2024-04-20 16:51:53.218575
81,7881,Relaxed,shown,2024-08-29 16:51:53.224571
177,3325,Excited,shown,2024-04-04 16:51:53.236104
828,3619,Inspired,shown,2024-04-03 16:51:53.240100
556,5311,Relaxed,shown,2024-05-13 16:51:53.249112
14,8277,Scared,shown,2024-07-22 16:51:53.269099
699,1121,Excited,shown,2024-08-04 16:51:53.317023
167,5907,Scared,shown,2024-09-25 16:51:53.331026
617,3559,Happy,shown,2024-02-22 16:51:53.351023
470,9325,Excited,shown,2024-03-15 16:51:53.436035
12,5323,Excited,shown,2024-10-15 16:51:53.485025
83,2402,Excited,shown,2024-10-06 16:51:53.493026
58,2613,Sweet,shown,2024-09-05 16:51:53.500022
781,8412,Scared,shown,2024-05-09 16:51:53.507608
446,4142,Excited,shown,2024-04-10 16:51:53.515605
793,1758,Sweet,shown,2024-04-13 16:51:53.520607
523,2905,Sweet,shown,2023-12-05 16:51:53.531606
993,3426,Excited,shown,2024-06-23 16:51:53.540608
485,5123,Sweet,shown,2024-07-29 16:51:53.550607
343,8937,Relaxed,shown,2024-03-07 16:51:53.560610
942,3829,Scared,shown,2024-02-27 16:51:53.566607
967,6223,Relaxed,shown,2024-03-23 16:51:53.571607
942,6579,Relaxed,shown,2024-07-11 16:51:53.581607
366,5760,Happy,shown,2023-11-12 16:51:53.591608
214,5590,Excited,shown,2024-06-09 16:51:53.600612
603,7268,Sweet,shown,2024-07-26 16:51:53.606605
880,435,Excited,shown,2024-05-15 16:51:53.615607
372,2953,Relaxed,view,2024-07-04 16:51:53.622607
666,4144,Relaxed,shown,2024-09-13 16:51:53.629606
720,1921,Happy,shown,2023-12-03 16:51:53.635605
556,3498,Sweet,shown,2023-11-15 16:51:53.640607
266,8127,Relaxed,shown,2024-08-20 16:51:53.647606
589,4679,Excited,shown,2023-11-24 16:51:53.654606
44,2959,Excited,shown,2024-08-28 16:51:53.669608
815,8484,Relaxed,view,2024-08-14 16:51:53.677609
98,8579,Excited,shown,2023-12-13 16:51:53.689610
924,5270,Happy,shown,2023-10-31 16:51:53.705145
282,1432,Inspired,shown,2023-11-02 16:51:53.716143
50,8106,Sweet,shown,2024-08-27 16:51:53.733143
528,5462,Sweet,view,2023-12-24 16:51:53.751145
319,8008,Scared,shown,2024-09-28 16:51:53.770143
938,2936,Sweet,shown,2024-09-30 16:51:53.781142
350,3758,Relaxed,shown,2023-12-14 16:51:53.791145
589,3535,Excited,shown,2024-08-23 16:51:53.803147
186,6280,Relaxed,view,2024-09-25 16:51:53.811152
697,883,Scared,shown,2024-10-13 16:51:53.823143
692,393,Scared,shown,2024-07-23 16:51:53.853665
477,4635,Relaxed,shown,2023-12-03 16:51:53.867671
359,1266,Sweet,shown,2024-05-28 16:51:53.875662
171,9284,Relaxed,view,2024-09-22 16:51:53.884665
888,693,Happy,shown,2024-08-23 16:51:53.896660
42,4771,Happy,shown,2024-09-21 16:51:53.917667
158,2056,Scared,shown,2024-04-08 16:51:53.930692
130,2940,Relaxed,shown,2024-09-28 16:51:53.934662
254,4548,Sweet,shown,2024-09-08 16:51:53.939660
541,2456,Sweet,view,2024-06-11 16:51:53.948665
47,6086,Excited,shown,2024-10-17 16:51:53.966663
427,1377,Excited,shown,2023-11-16 16:51:53.978661
753,2796,Happy,shown,2024-08-18 16:51:53.983662
402,2062,Inspired,shown,2024-03-20 16:51:53.988666
278,8886,Sweet,shown,2024-03-29 16:51:53.997665
786,5700,Sweet,shown,2023-12-16 16:51:54.007660
239,2138,Sweet,view,2024-03-22 16:51:54.015661
355,1038,Happy,shown,2024-04-11 16:51:54.021661
273,7470,Happy,shown,2024-04-03 16:51:54.035184
746,2658,Excited,shown,2024-06-14 16:51:54.047187
849,1479,Sweet,view,2024-06-17 16:51:54.062829
701,4606,Relaxed,view,2024-09-17 16:51:54.073836
428,6477,Sweet,shown,2023-10-21 16:51:54.084834
455,6884,Scared,shown,2024-05-12 16:51:54.090833
377,6347,Relaxed,view,2024-10-07 16:51:54.098831
771,1510,Scared,shown,2024-10-05 16:51:54.107829
537,8312,Excited,shown,2024-04-25 16:51:54.115829
47,5744,Inspired,shown,2024-02-19 16:51:54.120829
885,2509,Relaxed,shown,2024-09-25 16:51:54.127835
337,1800,Sweet,shown,2024-09-09 16:51:54.132350
599,4856,Relaxed,shown,2024-03-13 16:51:54.148354
361,3561,Scared,shown,2024-06-01 16:51:54.157352
878,8686,Excited,shown,2024-04-03 16:51:54.170353
707,4912,Scared,shown,2024-02-17 16:51:54.179353
130,4332,Happy,shown,2023-12-24 16:51:54.185353
834,1393,Relaxed,shown,2024-09-25 16:51:54.196358
233,3146,Inspired,shown,2024-10-06 16:51:54.204362
217,2540,Scared,shown,2024-04-16 16:51:54.210359
244,353,Relaxed,shown,2024-08-30 16:51:54.218354
84,6768,Excited,shown,2024-03-12 16:51:54.229355
572,1082,Relaxed,view,2024-08-30 16:51:54.236352
618,6875,Inspired,view,2024-03-15 16:51:54.240351
372,2791,Excited,shown,2024-10-01 16:51:54.247356
34,1983,Sweet,shown,2024-09-06 16:51:54.251356
698,3677,Inspired,shown,2023-12-05 16:51:54.268355
813,4703,Relaxed,shown,2024-05-20 16:51:54.281988
85,3953,Scared,shown,2023-11-05 16:51:54.286972
727,5126,Inspired,shown,2024-08-21 16:51:54.296960
12,1394,Relaxed,shown,2024-05-15 16:51:54.305969
576,8901,Happy,shown,2024-03-09 16:51:54.318963
492,2410,Sweet,view,2024-09-06 16:51:54.328961
786,5820,Sweet,shown,2024-10-07 16:51:54.334959
240,1571,Happy,view,2023-11-02 16:51:54.347966
902,934,Relaxed,shown,2024-09-06 16:51:54.364980
603,2740,Sweet,view,2024-04-08 16:51:54.379965
273,2697,Happy,view,2024-08-10 16:51:54.390962
509,7971,Scared,shown,2024-10-05 16:51:54.402959
589,600,Sweet,shown,2024-03-13 16:51:54.412966
542,5998,Relaxed,view,2024-05-10 16:51:54.416958
589,4743,Relaxed,shown,2024-08-07 16:51:54.421966
51,6676,Happy,shown,2024-04-18 16:51:54.429961
14,6799,Relaxed,view,2023-11-09 16:51:54.436002
223,9245,Happy,shown,2024-01-26 16:51:54.446012
699,9339,Excited,shown,2024-04-16 16:51:54.454010
463,4331,Sweet,shown,2024-04-21 16:51:54.458008
47,2581,Scared,shown,2024-04-20 16:51:54.466005
288,1818,Relaxed,shown,2024-10-19 16:51:54.474007
533,7800,Relaxed,shown,2024-01-19 16:51:54.484009
217,2351,Excited,shown,2024-03-24 16:51:54.489005
47,2538,Scared,shown,2024-05-26 16:51:54.496006
516,5636,Sweet,shown,2024-06-28 16:51:54.516007
692,7282,Inspired,shown,2024-10-07 16:51:54.537005
926,8537,Inspired,view,2024-05-08 16:51:54.556005
98,7428,Scared,shown,2023-12-24 16:51:54.578011
325,6625,Excited,view,2024-09-18 16:51:54.597004
44,6579,Excited,shown,2024-06-27 16:51:54.608005
880,4411,Scared,shown,2024-03-19 16:51:54.615003
474,3119,Inspired,view,2024-01-26 16:51:54.619002
542,427,Happy,shown,2024-06-20 16:51:54.624004
589,1438,Excited,shown,2024-08-19 16:51:54.630004
219,960,Excited,shown,2023-11-10 16:51:54.636002
534,158,Relaxed,view,2024-02-13 16:51:54.646008
361,4953,Happy,shown,2024-09-02 16:51:54.658008
118,7294,Excited,shown,2023-12-19 16:51:54.666011
954,5121,Scared,shown,2024-06-26 16:51:54.671012
496,1208,Relaxed,shown,2024-02-20 16:51:54.677210
533,8586,Excited,shown,2024-09-08 16:51:54.685009
400,3423,Excited,shown,2024-01-07 16:51:54.690007
864,2904,Sweet,shown,2024-09-12 16:51:54.699009
207,2770,Happy,shown,2024-06-09 16:51:54.705005
639,4954,Scared,view,2024-08-15 16:51:54.710005
516,140,Sweet,shown,2024-02-02 16:51:54.717005
418,2224,Relaxed,view,2024-08-22 16:51:54.730013
326,3497,Happy,view,2024-10-12 16:51:54.745011
614,9016,Relaxed,shown,2024-04-14 16:51:54.754006
639,5414,Sweet,shown,2024-01-04 16:51:54.812006
529,7495,Scared,view,2024-07-06 16:51:54.863009
307,1518,Happy,shown,2024-07-27 16:51:54.871009
707,7360,Relaxed,shown,2024-09-26 16:51:54.884005
335,6452,Scared,shown,2024-05-22 16:51:54.915006
355,2714,Relaxed,shown,2024-06-02 16:51:54.947535
239,814,Happy,shown,2024-02-06 16:51:54.961535
583,160,Scared,shown,2023-12-02 16:51:54.970536
562,8228,Happy,view,2024-03-01 16:51:54.981534
143,9351,Sweet,shown,2024-08-01 16:51:55.014536
682,2734,Happy,shown,2023-12-09 16:51:55.038534
727,4134,Excited,shown,2024-02-25 16:51:55.051535
699,769,Scared,shown,2024-08-02 16:51:55.066539
949,1245,Excited,shown,2024-04-24 16:51:55.079536
896,2451,Relaxed,shown,2024-02-05 16:51:55.086534
993,7610,Excited,shown,2023-10-21 16:51:55.095535
812,4424,Relaxed,shown,2024-03-17 16:51:55.111541
636,1421,Relaxed,view,2023-11-13 16:51:55.128539
715,6646,Relaxed,shown,2024-08-18 16:51:55.135535
707,5016,Sweet,shown,2024-05-08 16:51:55.145535
927,5582,Happy,view,2024-03-20 16:51:55.152539
128,4979,Relaxed,view,2024-02-25 16:51:55.166535
909,2166,Inspired,shown,2023-11-09 16:51:55.171535
338,3094,Happy,view,2024-04-06 16:51:55.179533
874,2135,Scared,shown,2023-12-17 16:51:55.186533
79,5658,Sweet,view,2023-10-28 16:51:55.210555
304,6297,Relaxed,shown,2024-03-17 16:51:55.223538
889,354,Relaxed,shown,2024-04-18 16:51:55.241536
668,3842,Happy,shown,2024-08-01 16:51:55.253539
584,2873,Happy,shown,2024-09-13 16:51:55.274540
107,9107,Scared,shown,2024-02-19 16:51:55.284537
593,1639,Relaxed,shown,2024-07-06 16:51:55.297534
724,1910,Sweet,shown,2024-06-07 16:51:55.304535
989,2937,Inspired,view,2024-01-25 16:51:55.313542
477,8531,Scared,view,2024-03-30 16:51:55.333533
207,203,Excited,view,2023-12-18 16:51:55.348540
731,39,Relaxed,shown,2024-06-27 16:51:55.361537
357,103,Relaxed,shown,2024-07-11 16:51:55.371534
688,2106,Sweet,view,2024-06-27 16:51:55.380533
538,3991,Excited,shown,2024-03-14 16:51:55.388536
164,9367,Happy,shown,2024-01-24 16:51:55.398536
505,6355,Sweet,shown,2024-03-21 16:51:55.406538
522,7958,Sweet,shown,2023-12-31 16:51:55.417534
275,8629,Relaxed,shown,2024-01-02 16:51:55.426534
448,8054,Sweet,shown,2024-08-23 16:51:55.447534
130,2156,Sweet,shown,2024-07-15 16:51:55.454533
991,43,Relaxed,shown,2024-03-21 16:51:55.461542
890,3285,Sweet,shown,2024-01-10 16:51:55.470534
274,1037,Sweet,shown,2023-11-25 16:51:55.478534
522,5749,Excited,shown,2024-05-30 16:51:55.485539
662,2621,Scared,shown,2024-06-27 16:51:55.490536
979,5778,Inspired,shown,2024-07-08 16:51:55.497542
415,5028,Sweet,shown,2023-12-09 16:51:55.502540
357,5413,Sweet,view,2024-10-13 16:51:55.511536
47,1361,Excited,shown,2023-11-18 16:51:55.519533
699,3251,Scared,shown,2024-02-05 16:51:55.530535
993,8905,Sweet,shown,2024-06-26 16:51:55.535534
249,2481,Relaxed,shown,2023-11-14 16:51:55.540534
999,5762,Happy,shown,2023-12-29 16:51:55.547535
625,179,Excited,view,2024-05-02 16:51:55.552535
618,5488,Sweet,shown,2024-05-22 16:51:55.561538
937,4625,Excited,shown,2024-03-18 16:51:55.566539
753,7943,Excited,shown,2024-06-11 16:51:55.571540
718,9336,Sweet,shown,2024-04-13 16:51:55.585535
176,8199,Happy,shown,2024-06-16 16:51:55.597535
698,5883,Excited,shown,2024-05-05 16:51:55.613541
389,6028,Inspired,shown,2024-08-19 16:51:55.637540
951,7167,Sweet,shown,2024-03-27 16:51:55.661535
688,9331,Excited,shown,2024-04-08 16:51:55.679534
477,9095,Excited,shown,2024-10-17 16:51:55.687538
12,2884,Sweet,shown,2024-06-22 16:51:55.701535
949,5107,Excited,shown,2024-04-29 16:51:55.710538
902,7331,Inspired,view,2024-05-13 16:51:55.717534
541,2284,Scared,view,2024-10-04 16:51:55.724536
516,9359,Happy,shown,2024-10-08 16:51:55.734534
684,7132,Inspired,shown,2024-07-04 16:51:55.738537
769,6675,Relaxed,shown,2024-02-13 16:51:55.745537
515,6017,Relaxed,view,2024-03-12 16:51:55.750538
444,2644,Happy,shown,2023-12-22 16:51:55.756535
800,4926,Sweet,shown,2023-11-02 16:51:55.767535
282,4765,Inspired,shown,2024-07-14 16:51:55.771534
302,1208,Inspired,shown,2024-05-08 16:51:55.777536
433,476,Inspired,shown,2023-12-24 16:51:55.782534
430,3927,Scared,shown,2024-02-21 16:51:55.786535
556,4694,Scared,shown,2024-02-29 16:51:55.796534
475,8004,Inspired,shown,2024-06-04 16:51:55.801533
967,350,Relaxed,shown,2024-07-03 16:51:55.806533
983,3027,Excited,shown,2023-12-07 16:51:55.815535
