user_id,movie_id,rating,date
353,2724,4,2024-10-11 20:06:43.416739
781,7946,6,2024-06-23 20:06:34.000086
371,3539,8,2024-06-29 20:07:48.424130
686,4752,10,2024-09-07 20:09:12.353040
519,5657,9,2024-10-13 20:08:37.486094
976,2942,6,2024-10-13 20:06:54.349829
451,2553,8,2024-08-27 20:10:12.569256
732,2315,7,2024-10-11 20:09:31.625444
297,4127,6,2024-08-16 20:07:52.639161
415,5407,6,2024-10-14 20:08:53.685892
44,1016,10,2024-10-13 20:10:11.335031
970,2702,10,2024-08-12 20:08:25.221513
777,2713,6,2024-10-16 20:08:48.635725
292,9036,3,2024-10-13 20:08:51.618677
286,7728,9,2024-10-12 20:09:12.901250
118,5661,5,2024-08-26 20:09:49.125065
592,8607,5,2024-08-21 20:09:13.135804
899,3857,5,2024-10-16 20:07:28.518690
267,2240,2,2024-10-16 20:09:00.050722
911,7888,1,2024-10-07 20:09:36.149686
425,1596,3,2024-10-14 20:06:43.828164
11,43,7,2024-10-09 20:07:22.817514
333,3844,8,2024-10-17 20:09:07.885147
871,5776,3,2024-08-25 20:09:40.122585
492,3666,4,2024-09-03 20:06:59.016909
657,1458,7,2024-10-14 20:07:54.551138
137,1393,8,2024-10-14 20:06:57.433181
325,7347,5,2024-09-14 20:09:27.150842
767,3667,4,2024-10-03 20:09:26.736330
645,7802,7,2024-09-28 20:07:03.883768
184,4394,10,2024-09-22 20:06:33.900017
141,4168,7,2024-09-30 20:09:04.885665
184,8213,4,2024-10-15 20:10:32.551623
6,1493,9,2024-10-16 20:09:54.934902
113,2317,5,2024-09-28 20:06:37.236575
725,2961,6,2024-08-28 20:10:28.703125
657,9425,7,2024-10-18 20:06:53.933706
442,2616,2,2024-10-14 20:07:40.951410
40,4346,9,2024-10-05 20:10:11.617801
951,307,8,2024-09-24 20:09:26.833819
641,7932,9,2024-06-11 20:08:11.832744
979,2424,10,2024-10-18 20:07:05.966583
661,4574,2,2024-09-08 20:08:39.617790
714,3730,5,2024-05-16 20:07:38.217996
167,1754,7,2024-10-17 20:10:09.552197
532,7399,6,2024-10-17 20:09:18.867088
47,7613,6,2024-10-18 20:09:09.751793
431,5621,6,2024-09-21 20:06:30.216844
979,8726,10,2024-09-30 20:09:35.883791
397,3441,10,2024-10-19 20:06:32.950492
353,2021,10,2024-09-10 20:06:49.266724
608,4266,1,2024-07-13 20:06:51.990052
620,1031,10,2024-10-06 20:08:36.885780
620,4128,8,2024-10-18 20:06:40.252013
591,7445,3,2024-10-17 20:09:21.901510
942,2386,4,2024-09-20 20:10:18.668049
137,8919,2,2024-09-11 20:09:23.485431
751,1586,5,2024-04-12 20:09:24.220098
912,5674,10,2024-10-09 20:06:37.266745
737,8219,5,2024-07-15 20:10:09.820920
204,2320,8,2024-08-11 20:09:22.332624
976,3136,4,2024-09-23 20:09:04.232414
239,1548,9,2024-10-17 20:07:10.702988
859,1853,8,2024-10-06 20:07:51.551506
774,9289,6,2024-08-02 20:07:20.522320
688,8305,1,2024-08-15 20:08:02.801261
987,6985,9,2024-09-14 20:09:03.384252
868,3952,10,2024-07-29 20:08:42.738060
212,8646,8,2024-10-18 20:07:51.068244
159,5837,7,2024-10-06 20:10:21.101421
529,796,3,2024-09-08 20:08:15.153608
517,2113,9,2024-10-08 20:09:29.106624
249,6171,9,2024-10-17 20:09:26.347280
724,8087,6,2024-03-01 20:10:15.700325
473,7905,6,2024-08-20 20:10:12.200338
732,6782,7,2024-05-26 20:07:20.671072
564,5596,8,2024-09-10 20:07:20.069245
805,7112,1,2024-06-18 20:06:46.550031
499,2209,6,2024-10-05 20:08:41.420429
502,2072,1,2024-10-16 20:06:56.151465
694,3327,4,2024-06-03 20:07:51.184593
204,3393,10,2024-10-19 20:06:32.983340
937,6363,9,2024-10-16 20:07:10.799759
871,6572,5,2024-08-12 20:07:33.669356
33,5859,7,2024-10-03 20:10:05.871747
924,445,7,2024-10-11 20:06:37.000135
362,372,6,2024-06-25 20:10:34.616243
809,2584,10,2024-10-12 20:08:45.168995
498,9089,10,2024-08-20 20:07:23.451773
582,4291,9,2024-09-18 20:08:49.968602
220,4484,10,2024-09-30 20:09:53.486377
278,8332,5,2024-10-18 20:10:40.884757
430,375,10,2024-09-29 20:10:29.720430
41,7753,10,2024-10-20 20:08:18.384286
452,3383,9,2024-10-17 20:07:35.500577
472,8474,7,2024-10-09 20:07:51.702001
962,3060,10,2024-07-12 20:07:07.999814
775,5244,8,2024-05-21 20:07:30.651450
22,5150,4,2024-09-16 20:06:34.466699
608,8463,10,2024-10-05 20:07:38.119675
481,9190,7,2024-09-14 20:07:01.985024
313,5040,10,2024-10-08 20:07:37.172274
330,6261,9,2024-08-31 20:09:04.086444
239,4566,6,2024-09-21 20:06:31.883581
107,8518,8,2024-09-16 20:07:06.966926
481,1065,10,2024-10-14 20:06:32.583299
280,1759,9,2024-09-12 20:08:02.202078
360,1863,4,2024-05-27 20:10:25.517347
298,9321,7,2024-10-15 20:07:46.021849
694,733,8,2024-06-23 20:10:28.050789
86,698,8,2024-10-20 20:07:25.132388
238,1755,6,2024-10-20 20:08:05.053578
233,2140,10,2024-10-10 20:07:26.404663
695,1941,8,2024-07-05 20:08:51.950065
278,907,10,2024-09-16 20:08:12.466062
884,7950,10,2024-10-06 20:06:37.650014
231,4551,6,2024-10-17 20:06:39.551019
461,3427,9,2024-10-18 20:09:10.001006
981,4754,10,2024-10-20 20:06:32.983340
594,2654,7,2024-08-11 20:10:13.717537
732,7367,9,2024-09-07 20:09:56.100410
387,4211,9,2024-05-09 20:08:16.101483
864,4752,6,2024-10-13 20:07:06.133144
963,6501,7,2024-10-14 20:08:49.701318
220,7629,6,2024-10-18 20:07:28.820903
485,4054,2,2024-07-15 20:10:00.286136
991,8077,7,2024-10-17 20:09:13.418046
35,6521,2,2024-09-13 20:06:30.250662
639,1685,9,2024-10-19 20:10:29.067196
495,6866,8,2024-06-14 20:09:04.901305
241,5980,10,2024-09-04 20:07:54.968827
991,6125,10,2024-10-11 20:09:55.933882
461,690,8,2024-07-29 20:07:40.601329
57,6875,9,2024-07-24 20:10:24.634781
451,7822,3,2024-09-21 20:08:15.668548
130,6332,8,2024-08-05 20:09:23.649711
274,3438,9,2024-09-30 20:07:51.434898
246,8254,6,2024-06-28 20:06:55.166494
911,3331,9,2024-10-10 20:06:42.050439
182,1968,7,2024-06-15 20:10:08.753321
829,2361,3,2024-10-10 20:10:21.850877
355,222,10,2024-04-11 20:07:03.916577
826,8502,8,2024-10-15 20:08:02.301830
246,976,4,2024-07-26 20:10:26.747661
465,2581,9,2024-10-03 20:07:28.785175
338,6361,6,2024-10-01 20:10:29.069304
513,328,3,2024-10-20 20:09:46.766698
717,5438,5,2024-10-19 20:07:12.888654
439,5723,10,2024-09-12 20:06:48.633342
767,6435,9,2024-10-09 20:09:06.483821
845,3681,8,2024-06-11 20:06:43.535681
260,2126,4,2024-10-02 20:07:18.218489
674,8472,6,2024-09-07 20:09:11.367252
646,5468,8,2024-02-01 20:09:20.102792
897,1084,4,2024-10-09 20:10:26.747661
630,8531,7,2024-10-16 20:10:25.350869
912,1957,2,2024-09-25 20:06:34.285761
183,4470,6,2024-10-07 20:10:31.098690
26,2491,6,2024-05-22 20:10:11.484677
655,298,7,2024-08-29 20:10:25.968817
238,5178,10,2024-07-21 20:06:59.216975
897,5127,3,2024-08-18 20:08:18.570207
881,5153,6,2024-10-16 20:08:54.315576
591,8327,5,2024-10-17 20:09:32.277324
779,320,8,2024-09-28 20:09:02.968262
772,2380,7,2024-08-27 20:09:22.049052
397,1184,6,2024-09-25 20:08:38.918188
121,1255,4,2024-10-18 20:09:40.610375
452,2719,4,2024-10-20 20:07:04.650294
340,7881,6,2024-09-25 20:09:10.383800
985,5678,7,2024-10-09 20:06:30.500092
22,7180,3,2024-10-18 20:08:47.966656
222,7640,4,2024-10-10 20:07:47.737254
134,8669,7,2024-09-24 20:10:09.691099
417,1740,10,2024-10-05 20:10:15.965692
22,3143,5,2024-08-26 20:08:34.899893
859,9271,4,2024-10-19 20:08:03.468030
807,2501,10,2024-08-25 20:08:09.669232
777,8161,8,2024-10-18 20:09:54.021890
756,5553,3,2024-09-10 20:07:14.770308
141,6397,9,2024-10-11 20:07:27.185007
353,6724,9,2024-08-10 20:10:25.870284
134,5652,3,2024-09-14 20:08:35.534616
425,8661,8,2024-10-19 20:07:26.287035
391,3193,8,2024-09-18 20:07:00.052177
981,6314,9,2024-09-28 20:07:50.169530
371,7543,5,2024-08-03 20:09:52.817404
391,6044,10,2024-09-21 20:09:12.384017
617,3927,2,2024-10-10 20:07:28.618062
694,3814,10,2024-10-18 20:07:21.552840
384,6892,2,2024-10-01 20:07:41.805393
897,4853,4,2024-08-17 20:09:38.766776
805,5459,10,2024-07-30 20:06:33.769113
635,8821,10,2024-03-28 20:09:46.547977
962,6187,9,2024-10-06 20:08:03.619076
313,3986,10,2024-10-19 20:06:41.116573
631,7999,7,2024-09-13 20:08:35.950900
481,7842,3,2024-10-12 20:10:34.151860
127,7964,2,2024-10-20 20:08:21.854907
497,6835,9,2024-08-24 20:06:38.089235
173,5957,9,2024-10-11 20:06:59.083799
580,5952,9,2024-05-14 20:09:25.070564
28,7785,4,2024-10-05 20:08:42.399741
214,2575,7,2024-10-19 20:08:14.818059
241,6948,7,2024-10-19 20:08:48.042633
903,5017,4,2024-10-13 20:09:45.870591
976,4315,9,2024-10-07 20:08:16.720419
658,2256,2,2024-09-19 20:09:06.818091
59,4888,7,2024-10-09 20:07:13.172766
241,5066,5,2024-10-14 20:09:40.767540
725,6149,2,2024-08-09 20:09:50.951981
528,3702,5,2024-10-18 20:10:14.981645
853,5829,5,2024-09-01 20:09:30.700709
911,5527,4,2024-10-15 20:06:40.316969
30,1187,5,2024-07-05 20:09:10.246897
35,7370,3,2024-09-18 20:07:54.120874
594,9437,8,2024-10-16 20:10:24.350486
612,2370,5,2024-10-01 20:07:48.153738
150,2195,10,2024-08-30 20:09:30.086121
435,898,10,2024-10-04 20:07:49.536728
617,7905,7,2024-08-21 20:07:28.436403
238,7006,8,2024-10-13 20:08:29.668775
415,5932,10,2024-08-20 20:07:25.397838
62,2048,10,2024-10-09 20:07:26.784953
592,6686,8,2024-08-28 20:08:39.367401
777,560,8,2024-06-12 20:10:24.248238
308,1428,6,2024-09-27 20:08:20.884828
626,7885,10,2024-08-04 20:08:03.103110
63,4800,10,2024-09-22 20:09:42.847274
387,5937,8,2024-08-27 20:08:12.549398
553,8833,4,2024-10-11 20:10:09.952174
439,5740,10,2024-10-20 20:10:01.784838
921,8076,3,2024-09-24 20:07:04.316538
183,3161,9,2024-09-30 20:06:49.016634
681,9430,4,2024-10-03 20:09:12.083882
204,4135,3,2024-10-15 20:06:50.633335
656,8614,4,2024-07-11 20:10:31.481589
962,3614,8,2024-10-10 20:09:51.034189
616,3118,6,2024-10-16 20:09:30.419211
786,5185,9,2024-10-15 20:07:27.600512
738,385,3,2024-10-20 20:09:16.034314
197,6505,10,2024-06-28 20:10:05.551962
485,6593,5,2024-10-20 20:09:52.266349
591,2607,3,2024-10-18 20:07:12.042700
231,3072,6,2024-08-15 20:09:58.217153
77,1132,7,2024-08-12 20:10:00.483590
208,1960,5,2024-07-28 20:08:00.442466
564,7224,7,2024-10-15 20:07:46.851496
332,4768,8,2024-10-09 20:10:28.919126
657,2715,2,2024-10-04 20:10:38.898659
864,9067,5,2024-10-10 20:08:37.870139
979,7622,7,2024-08-25 20:07:40.851519
136,7357,8,2024-10-06 20:10:16.334525
368,9058,5,2024-07-10 20:08:57.601860
377,8358,9,2024-07-10 20:10:15.817927
965,7160,9,2024-10-19 20:09:49.472845
620,4207,4,2024-09-03 20:08:11.716154
392,4605,9,2024-10-15 20:08:43.884308
985,4806,4,2024-05-15 20:10:12.583385
168,3786,7,2024-10-01 20:08:50.517392
326,4737,8,2024-08-17 20:08:22.250978
803,520,9,2024-10-17 20:10:15.666527
850,3953,8,2024-09-21 20:08:03.684920
947,9414,9,2024-10-17 20:09:37.170687
662,2966,10,2024-10-19 20:07:00.367774
498,2157,6,2024-10-12 20:09:15.049465
967,157,8,2024-10-14 20:06:40.202289
989,4494,10,2024-08-16 20:10:15.352580
42,9302,8,2024-09-22 20:10:31.466167
134,5925,10,2024-10-10 20:08:56.135431
912,5829,7,2024-10-14 20:10:13.139588
136,854,6,2024-08-17 20:08:33.352333
891,3811,3,2024-09-29 20:08:51.851200
444,2722,10,2024-07-27 20:08:11.716154
665,1897,8,2024-10-14 20:09:37.170687
107,1045,10,2024-08-01 20:08:30.702152
326,1859,7,2024-10-20 20:08:26.355054
997,7692,4,2024-10-18 20:08:19.900295
712,1956,9,2024-06-17 20:07:40.169571
911,3230,6,2024-10-16 20:10:23.417176
612,6622,8,2024-09-23 20:08:30.067470
49,6859,7,2024-07-05 20:10:25.083455
107,4085,8,2024-08-22 20:08:18.068124
113,8784,10,2024-09-09 20:07:45.455179
246,6820,10,2024-07-18 20:07:23.135148
498,3491,7,2024-08-30 20:06:38.985149
529,1338,5,2024-08-24 20:10:39.433603
308,6841,5,2024-09-29 20:06:41.988541
376,3590,8,2024-08-08 20:09:52.309839
876,9202,5,2024-10-01 20:07:34.189104
376,774,10,2024-09-20 20:09:21.019629
776,3557,1,2024-10-10 20:09:32.950739
138,9034,6,2024-09-13 20:06:40.600070
976,4776,9,2024-10-20 20:07:19.202040
562,4051,1,2024-10-05 20:08:40.403168
932,8674,5,2024-10-19 20:08:45.242474
904,6569,5,2024-10-19 20:09:58.665533
941,5924,4,2024-10-16 20:06:37.733897
475,8192,6,2024-09-01 20:06:59.735854
376,8026,10,2024-10-19 20:07:52.100583
308,6744,9,2024-07-04 20:09:04.186404
805,5634,9,2024-10-02 20:09:30.037659
781,5555,1,2024-09-01 20:10:00.635157
373,8128,3,2024-06-13 20:07:59.068870
4,8502,10,2024-10-09 20:10:13.752071
858,3539,8,2024-09-28 20:08:37.968750
137,13,6,2024-09-28 20:07:56.152476
505,3808,8,2024-07-11 20:07:29.855248
674,9412,8,2024-09-20 20:07:15.603590
976,7777,7,2024-10-20 20:06:42.454504
939,68,9,2024-10-14 20:09:09.453631
838,4651,9,2024-07-29 20:10:03.433460
795,2389,8,2024-08-23 20:07:11.971305
332,7205,7,2024-10-20 20:08:35.851011
334,8548,3,2024-08-19 20:07:06.484941
173,73,8,2024-04-23 20:08:36.284984
738,4961,6,2024-09-25 20:10:16.869544
795,6065,4,2024-07-20 20:10:33.248763
924,2877,10,2024-09-08 20:07:27.996455
868,54,5,2024-10-12 20:08:53.451725
425,9134,10,2024-10-20 20:06:50.266631
510,5628,5,2024-10-20 20:09:54.366939
497,5730,8,2024-10-16 20:10:03.671173
841,9181,7,2024-10-16 20:08:23.768975
326,2295,10,2024-06-21 20:10:15.617937
443,3251,9,2024-07-11 20:06:58.266918
333,1484,7,2024-10-09 20:06:36.583847
357,3556,10,2024-07-23 20:06:35.033455
59,7102,9,2024-10-01 20:07:05.857485
378,6862,2,2024-07-06 20:09:58.866654
220,1492,8,2024-09-11 20:07:03.102551
131,5601,9,2024-10-11 20:09:03.219575
292,6049,9,2024-10-20 20:08:46.836290
504,615,7,2024-10-16 20:08:04.670678
307,5218,10,2024-08-30 20:07:14.236802
833,1851,8,2024-10-20 20:08:27.703881
757,617,8,2024-08-01 20:09:14.450370
937,1828,10,2024-09-23 20:10:41.234496
907,9262,2,2024-08-29 20:07:24.520987
123,2194,9,2024-04-15 20:10:08.419271
537,6484,6,2024-10-07 20:09:41.987933
204,1172,2,2024-10-11 20:07:54.005518
784,6652,10,2024-10-20 20:09:43.866040
771,802,9,2024-09-28 20:06:50.450355
49,1928,9,2024-10-15 20:09:00.319706
370,8049,5,2024-08-16 20:07:43.800613
507,5425,9,2024-09-14 20:10:25.701546
962,4982,8,2024-10-18 20:07:56.786517
150,2278,10,2024-10-16 20:08:02.433409
417,3278,8,2024-09-19 20:09:18.684965
182,2916,10,2024-10-03 20:10:25.067803
717,7171,7,2024-09-20 20:08:10.715132
838,2031,6,2024-09-07 20:07:02.800023
58,40,6,2024-09-10 20:09:46.332989
569,8456,4,2024-10-02 20:09:23.634062
492,4151,8,2024-09-20 20:06:37.100523
648,3148,7,2024-09-22 20:10:31.767841
768,2767,10,2024-10-11 20:09:38.633488
989,6260,7,2024-10-11 20:08:03.634710
265,6316,6,2024-10-18 20:09:40.335227
331,5898,6,2024-09-06 20:08:47.399848
446,4913,10,2024-09-12 20:09:03.318876
903,2751,10,2024-10-05 20:10:25.283523
592,6116,9,2024-10-07 20:10:03.966545
773,9407,5,2024-09-10 20:10:12.884801
548,4545,10,2024-10-05 20:07:15.620061
727,4958,1,2024-10-16 20:07:27.087433
131,2260,7,2024-08-31 20:08:24.451935
859,4565,3,2024-09-22 20:09:49.742389
204,3018,7,2024-08-06 20:08:25.020465
717,8636,5,2024-09-25 20:06:58.066670
671,2949,3,2024-10-17 20:10:25.367582
553,4946,8,2024-09-12 20:08:54.767287
326,1817,7,2024-07-04 20:09:00.968496
281,5569,8,2024-01-21 20:06:56.933251
37,1832,4,2024-10-04 20:09:06.619011
59,5148,9,2024-09-16 20:06:40.550147
291,7880,7,2024-10-16 20:09:10.318914
257,8955,9,2024-09-29 20:09:18.285263
313,3633,9,2024-09-20 20:10:33.201809
286,1249,3,2024-10-09 20:10:25.567585
939,2101,5,2024-09-13 20:09:10.299567
950,5260,4,2024-07-28 20:10:13.853879
278,3033,5,2024-10-05 20:06:38.133469
73,2231,7,2024-10-14 20:10:26.070876
714,2731,3,2024-10-10 20:09:20.134275
258,6334,10,2024-10-01 20:09:08.503053
645,1066,7,2024-10-02 20:08:16.287188
590,2924,5,2024-09-11 20:09:26.316033
176,1305,6,2024-10-05 20:09:05.651627
912,4329,2,2024-10-17 20:09:21.557020
374,1339,6,2024-06-17 20:09:59.167713
981,5518,10,2024-06-06 20:10:10.188143
86,4754,9,2024-10-05 20:09:41.338291
728,446,1,2024-10-18 20:09:22.202967
334,1121,9,2024-09-05 20:07:18.417366
86,9426,9,2024-10-19 20:07:38.303647
529,4272,6,2024-10-14 20:09:12.021423
805,9173,8,2024-09-18 20:10:03.616894
510,2049,5,2024-10-10 20:07:37.359416
326,1958,10,2024-07-08 20:09:11.484207
738,4958,1,2024-10-20 20:09:45.417752
430,1654,7,2024-10-19 20:08:45.167969
739,1371,10,2024-10-10 20:07:19.985168
383,2418,3,2024-10-20 20:07:11.016583
107,1997,7,2024-08-22 20:08:01.051193
374,8064,9,2024-10-14 20:06:42.533715
608,4195,10,2024-10-13 20:09:28.335612
277,9288,8,2024-08-18 20:06:56.083097
313,8820,6,2024-10-15 20:07:37.751705
418,2516,10,2024-05-16 20:08:15.518931
964,2841,6,2024-06-22 20:07:24.536627
216,4866,9,2024-07-19 20:10:28.619203
249,17,2,2024-07-21 20:09:15.067804
39,4799,10,2024-10-11 20:07:31.952748
26,326,6,2024-04-05 20:10:20.719277
177,1902,9,2024-09-29 20:06:57.249895
103,687,1,2024-09-20 20:06:48.066564
936,5494,9,2024-07-09 20:07:43.432663
989,615,2,2024-10-06 20:07:30.817172
234,2285,7,2024-10-18 20:09:07.038760
751,5117,7,2024-06-16 20:09:52.216138
957,1189,6,2024-10-05 20:07:37.272066
39,581,7,2024-10-15 20:07:07.635135
438,2108,10,2024-08-28 20:10:16.950625
964,2020,5,2024-09-02 20:08:39.868821
997,2770,1,2024-08-26 20:09:37.353371
577,7067,8,2024-09-25 20:10:27.749097
145,2103,3,2024-10-19 20:08:01.584835
185,7317,6,2024-10-15 20:08:09.968944
249,8581,8,2024-09-22 20:09:09.721306
757,6851,3,2024-10-10 20:08:46.649601
35,7235,5,2024-10-16 20:09:31.500693
734,4856,10,2024-09-30 20:06:39.733910
838,5770,2,2024-08-18 20:09:24.919784
39,3595,10,2024-10-08 20:08:38.350759
757,4954,1,2024-09-25 20:08:32.751512
985,4621,3,2024-09-26 20:08:38.255433
686,471,9,2024-10-19 20:09:46.934024
982,9268,10,2024-08-16 20:06:35.235677
74,9414,4,2024-10-20 20:10:33.751052
567,1084,2,2024-05-08 20:09:38.301653
220,4905,2,2024-10-19 20:06:51.417093
308,7018,8,2024-05-14 20:08:38.055355
695,7506,6,2024-10-20 20:09:59.002683
692,1979,8,2024-10-15 20:08:07.567814
130,6424,9,2024-10-09 20:09:57.504935
154,2018,7,2024-07-22 20:10:14.700595
991,8651,3,2024-10-13 20:07:04.316538
830,6221,4,2024-09-20 20:08:18.200950
633,7785,9,2024-09-18 20:07:48.552127
509,7328,2,2024-09-29 20:08:46.202415
612,7579,7,2024-10-20 20:10:20.218217
397,5285,7,2024-10-19 20:08:36.037056
582,3919,7,2024-09-28 20:06:31.187263
475,8860,9,2024-10-11 20:09:38.585667
231,1343,10,2024-10-12 20:10:34.168400
631,3618,8,2024-10-17 20:09:51.409439
938,6500,6,2024-10-13 20:06:57.820522
134,1550,10,2024-10-14 20:07:02.316523
143,9211,7,2024-10-09 20:07:38.483645
751,7378,10,2024-09-19 20:07:00.473184
711,9061,5,2024-10-17 20:06:34.318509
554,5265,8,2024-06-16 20:08:18.103147
572,8642,8,2024-07-14 20:08:24.435855
26,8769,9,2024-09-25 20:08:54.717384
221,4972,5,2024-10-11 20:06:39.849932
542,8760,6,2024-07-30 20:09:29.951465
537,668,3,2024-10-13 20:09:22.906201
265,8350,9,2024-07-19 20:06:55.735403
768,3624,9,2024-10-03 20:09:05.620898
777,8034,8,2024-06-27 20:08:43.767593
912,437,4,2024-10-19 20:09:20.735302
694,9378,10,2024-09-19 20:10:16.768956
885,7419,9,2024-09-01 20:08:57.584476
825,4458,9,2024-05-19 20:09:11.100953
44,2903,9,2024-10-19 20:07:53.803031
970,263,10,2024-10-20 20:09:25.220564
55,1579,8,2024-07-27 20:08:56.085095
381,3148,7,2024-10-16 20:07:51.484771
648,8330,10,2024-09-21 20:08:22.002969
371,5881,8,2024-07-29 20:07:10.098933
340,6157,1,2024-10-20 20:09:06.851793
497,4873,8,2024-10-11 20:09:01.562250
136,2598,9,2024-10-12 20:06:47.782724
767,8599,7,2024-10-12 20:08:22.717886
236,8239,10,2024-10-01 20:07:33.069450
615,8920,8,2024-10-17 20:09:04.100992
874,8107,8,2024-09-15 20:08:46.767303
747,1185,6,2024-10-13 20:08:23.601252
249,4105,3,2024-09-02 20:07:45.037028
240,6231,5,2024-09-08 20:08:26.231217
49,7709,9,2024-10-13 20:08:19.268805
376,7130,4,2024-10-15 20:07:37.152592
707,1191,5,2024-09-07 20:10:24.232611
757,8356,9,2024-09-20 20:09:00.816963
676,1757,3,2024-04-25 20:10:18.434207
173,7903,10,2024-10-20 20:08:50.732990
417,4196,5,2024-08-05 20:08:10.566220
481,4211,7,2024-07-25 20:07:06.323391
